,flowS1-curr,prcpS1-1day,prcpS2-1day,prcpS3-1day,flowS1-1day,flowS2-1day,prcpS1-2day,prcpS2-2day,prcpS3-2day,flowS1-2day,flowS2-2day,prcpS1-3day,prcpS2-3day,prcpS3-3day,flowS1-3day,flowS2-3day
7502,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,large
7503,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7504,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7505,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7506,large,large,small,large,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7507,large,large,large,large,large,large,large,small,large,medium,medium,small,small,small,medium,medium
7508,large,large,large,large,large,large,large,large,large,large,large,large,small,large,medium,medium
7509,large,medium,medium,medium,large,large,large,large,large,large,large,large,large,large,large,large
7510,large,small,small,small,large,large,medium,medium,medium,large,large,large,large,large,large,large
7511,large,small,small,small,large,large,small,small,small,large,large,medium,medium,medium,large,large
7512,medium,small,small,small,large,large,small,small,small,large,large,small,small,small,large,large
7513,medium,small,small,small,medium,large,small,small,small,large,large,small,small,small,large,large
7514,medium,small,small,small,medium,medium,small,small,small,medium,large,small,small,small,large,large
7515,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,large
7516,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7517,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7518,medium,small,small,medium,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7519,medium,large,small,large,medium,medium,small,small,medium,medium,medium,small,small,small,medium,medium
7520,small,medium,small,small,medium,medium,large,small,large,medium,medium,small,small,medium,medium,medium
7521,small,small,small,small,small,small,medium,small,small,medium,medium,large,small,large,medium,medium
7522,small,small,small,small,small,small,small,small,small,small,small,medium,small,small,medium,medium
7523,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7524,medium,large,large,large,small,medium,small,small,small,small,small,small,small,small,small,small
7525,small,medium,small,medium,medium,medium,large,large,large,small,medium,small,small,small,small,small
7526,small,small,small,small,small,small,medium,small,medium,medium,medium,large,large,large,small,medium
7527,large,large,medium,large,small,medium,small,small,small,small,small,medium,small,medium,medium,medium
7528,large,large,large,large,large,large,large,medium,large,small,medium,small,small,small,small,small
7529,medium,large,small,medium,large,large,large,large,large,large,large,large,medium,large,small,medium
7530,medium,small,small,small,medium,medium,large,small,medium,large,large,large,large,large,large,large
7531,medium,small,small,small,medium,medium,small,small,small,medium,medium,large,small,medium,large,large
7532,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7533,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7534,medium,medium,medium,medium,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7535,medium,large,small,small,medium,medium,medium,medium,medium,medium,medium,small,small,small,medium,medium
7536,medium,small,small,small,medium,medium,large,small,small,medium,medium,medium,medium,medium,medium,medium
7537,small,small,small,small,medium,medium,small,small,small,medium,medium,large,small,small,medium,medium
7538,small,small,small,small,small,medium,small,small,small,medium,medium,small,small,small,medium,medium
7539,small,small,small,small,small,medium,small,small,small,small,medium,small,small,small,medium,medium
7540,small,small,small,small,small,medium,small,small,small,small,medium,small,small,small,small,medium
7541,small,small,small,small,small,small,small,small,small,small,medium,small,small,small,small,medium
7542,small,medium,small,small,small,small,small,small,small,small,small,small,small,small,small,medium
7543,small,small,small,small,small,small,medium,small,small,small,small,small,small,small,small,small
7544,small,small,small,small,small,small,small,small,small,small,small,medium,small,small,small,small
7545,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7546,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7547,small,medium,medium,small,small,small,small,small,small,small,small,small,small,small,small,small
7548,small,small,small,small,small,small,medium,medium,small,small,small,small,small,small,small,small
7549,small,small,small,small,small,small,small,small,small,small,small,medium,medium,small,small,small
7550,small,large,medium,medium,small,small,small,small,small,small,small,small,small,small,small,small
7551,small,large,large,medium,small,small,large,medium,medium,small,small,small,small,small,small,small
7552,small,medium,medium,medium,small,small,large,large,medium,small,small,large,medium,medium,small,small
7553,small,small,small,small,small,small,medium,medium,medium,small,small,large,large,medium,small,small
7554,small,small,small,small,small,small,small,small,small,small,small,medium,medium,medium,small,small
7555,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7556,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7557,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7558,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7559,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7560,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7561,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7562,small,medium,medium,small,small,small,small,small,small,small,small,small,small,small,small,small
7563,small,small,small,small,small,small,medium,medium,small,small,small,small,small,small,small,small
7564,small,large,large,large,small,small,small,small,small,small,small,medium,medium,small,small,small
7565,small,medium,medium,medium,small,small,large,large,large,small,small,small,small,small,small,small
7566,small,small,small,small,small,small,medium,medium,medium,small,small,large,large,large,small,small
7567,small,large,large,large,small,small,small,small,small,small,small,medium,medium,medium,small,small
7568,small,small,small,small,small,small,large,large,large,small,small,small,small,small,small,small
7569,small,medium,medium,small,small,small,small,small,small,small,small,large,large,large,small,small
7570,small,small,small,small,small,small,medium,medium,small,small,small,small,small,small,small,small
7571,small,small,small,small,small,small,small,small,small,small,small,medium,medium,small,small,small
7572,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7573,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7574,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7575,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7576,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7577,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7578,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7579,small,medium,medium,medium,small,small,small,small,small,small,small,small,small,small,small,small
7580,small,small,small,small,small,small,medium,medium,medium,small,small,small,small,small,small,small
7581,small,medium,small,medium,small,small,small,small,small,small,small,medium,medium,medium,small,small
7582,small,medium,medium,medium,small,small,medium,small,medium,small,small,small,small,small,small,small
7583,small,medium,small,small,small,small,medium,medium,medium,small,small,medium,small,medium,small,small
7584,small,small,small,small,small,small,medium,small,small,small,small,medium,medium,medium,small,small
7585,small,small,small,small,small,small,small,small,small,small,small,medium,small,small,small,small
7586,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7587,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7588,small,small,small,large,small,small,small,small,small,small,small,small,small,small,small,small
7589,small,small,small,small,small,small,small,small,large,small,small,small,small,small,small,small
7590,small,small,small,small,small,small,small,small,small,small,small,small,small,large,small,small
7591,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
7592,small,large,large,large,small,small,large,large,large,small,small,small,small,small,small,small
7593,small,small,small,small,small,small,large,large,large,small,small,large,large,large,small,small
7594,small,small,small,small,small,small,small,small,small,small,small,large,large,large,small,small
7595,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7596,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
7597,small,small,small,small,small,small,large,large,large,small,small,small,small,small,small,small
7598,small,small,small,small,small,small,small,small,small,small,small,large,large,large,small,small
7599,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7600,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7601,small,small,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
7602,small,small,small,small,small,small,small,small,medium,small,small,small,small,small,small,small
7603,small,small,small,small,small,small,small,small,small,small,small,small,small,medium,small,small
7604,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7605,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7606,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7607,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7608,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7609,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7610,small,medium,medium,small,small,small,small,small,small,small,small,small,small,small,small,small
7611,small,small,small,small,small,small,medium,medium,small,small,small,small,small,small,small,small
7612,small,small,small,small,small,small,small,small,small,small,small,medium,medium,small,small,small
7613,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7614,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7615,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7616,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7617,small,small,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
7618,small,large,large,large,small,small,small,small,medium,small,small,small,small,small,small,small
7619,small,large,large,large,small,small,large,large,large,small,small,small,small,medium,small,small
7620,small,small,medium,small,small,small,large,large,large,small,small,large,large,large,small,small
7621,small,medium,small,small,small,small,small,medium,small,small,small,large,large,large,small,small
7622,small,large,medium,small,small,small,medium,small,small,small,small,small,medium,small,small,small
7623,small,small,small,small,small,small,large,medium,small,small,small,medium,small,small,small,small
7624,small,large,large,large,small,small,small,small,small,small,small,large,medium,small,small,small
7625,small,small,small,small,small,small,large,large,large,small,small,small,small,small,small,small
7626,small,small,small,small,small,small,small,small,small,small,small,large,large,large,small,small
7627,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7628,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
7629,small,large,large,large,small,small,large,large,large,small,small,small,small,small,small,small
7630,small,small,small,small,small,small,large,large,large,small,small,large,large,large,small,small
7631,small,small,medium,small,small,small,small,small,small,small,small,large,large,large,small,small
7632,small,small,medium,small,small,small,small,medium,small,small,small,small,small,small,small,small
7633,small,large,large,large,small,small,small,medium,small,small,small,small,medium,small,small,small
7634,small,small,small,small,small,small,large,large,large,small,small,small,medium,small,small,small
7635,small,small,small,small,small,small,small,small,small,small,small,large,large,large,small,small
7636,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7637,small,small,medium,small,small,small,small,small,small,small,small,small,small,small,small,small
7638,small,medium,medium,large,small,small,small,medium,small,small,small,small,small,small,small,small
7639,small,medium,small,small,small,small,medium,medium,large,small,small,small,medium,small,small,small
7640,small,small,small,small,small,small,medium,small,small,small,small,medium,medium,large,small,small
7641,small,medium,small,small,small,small,small,small,small,small,small,medium,small,small,small,small
7642,small,small,small,small,small,small,medium,small,small,small,small,small,small,small,small,small
7643,small,small,small,small,small,small,small,small,small,small,small,medium,small,small,small,small
7644,small,small,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
7645,small,small,small,small,small,small,small,small,medium,small,small,small,small,small,small,small
7646,small,small,small,small,small,small,small,small,small,small,small,small,small,medium,small,small
7647,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7648,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7649,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7650,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
7651,medium,large,large,large,small,medium,large,large,large,small,small,small,small,small,small,small
7652,small,large,large,large,medium,medium,large,large,large,small,medium,large,large,large,small,small
7653,small,medium,small,medium,small,small,large,large,large,medium,medium,large,large,large,small,medium
7654,small,small,small,small,small,small,medium,small,medium,small,small,large,large,large,medium,medium
7655,small,medium,large,large,small,small,small,small,small,small,small,medium,small,medium,small,small
7656,small,small,small,small,small,small,medium,large,large,small,small,small,small,small,small,small
7657,small,small,small,small,small,small,small,small,small,small,small,medium,large,large,small,small
7658,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7659,small,medium,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
7660,medium,large,large,large,small,large,medium,small,medium,small,small,small,small,small,small,small
7661,small,large,large,large,medium,medium,large,large,large,small,large,medium,small,medium,small,small
7662,small,large,large,large,small,medium,large,large,large,medium,medium,large,large,large,small,large
7663,small,medium,small,large,small,medium,large,large,large,small,medium,large,large,large,medium,medium
7664,small,small,small,small,small,medium,medium,small,large,small,medium,large,large,large,small,medium
7665,small,small,small,small,small,medium,small,small,small,small,medium,medium,small,large,small,medium
7666,medium,large,large,large,small,medium,small,small,small,small,medium,small,small,small,small,medium
7667,small,small,small,small,medium,medium,large,large,large,small,medium,small,small,small,small,medium
7668,small,small,small,small,small,medium,small,small,small,medium,medium,large,large,large,small,medium
7669,small,small,small,small,small,small,small,small,small,small,medium,small,small,small,medium,medium
7670,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,medium
7671,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7672,small,small,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
7673,small,small,small,medium,small,small,small,small,medium,small,small,small,small,small,small,small
7674,small,small,small,small,small,small,small,small,medium,small,small,small,small,medium,small,small
7675,small,small,small,small,small,small,small,small,small,small,small,small,small,medium,small,small
7676,small,medium,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
7677,small,small,small,small,small,small,medium,small,medium,small,small,small,small,small,small,small
7678,small,medium,small,large,small,small,small,small,small,small,small,medium,small,medium,small,small
7679,small,large,large,large,small,small,medium,small,large,small,small,small,small,small,small,small
7680,small,small,small,small,small,small,large,large,large,small,small,medium,small,large,small,small
7681,small,small,small,small,small,small,small,small,small,small,small,large,large,large,small,small
7682,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7683,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7684,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7685,small,medium,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7686,small,small,small,medium,small,small,medium,small,small,small,small,small,small,small,small,small
7687,small,large,large,large,small,small,small,small,medium,small,small,medium,small,small,small,small
7688,small,large,large,large,small,small,large,large,large,small,small,small,small,medium,small,small
7689,small,small,small,small,small,small,large,large,large,small,small,large,large,large,small,small
7690,small,large,small,small,small,small,small,small,small,small,small,large,large,large,small,small
7691,small,small,small,small,small,small,large,small,small,small,small,small,small,small,small,small
7692,small,small,small,small,small,small,small,small,small,small,small,large,small,small,small,small
7693,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
7694,small,medium,small,small,small,small,large,large,large,small,small,small,small,small,small,small
7695,small,small,small,small,small,small,medium,small,small,small,small,large,large,large,small,small
7696,small,large,large,large,small,small,small,small,small,small,small,medium,small,small,small,small
7697,small,small,small,small,small,small,large,large,large,small,small,small,small,small,small,small
7698,small,small,small,small,small,small,small,small,small,small,small,large,large,large,small,small
7699,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7700,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7701,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7702,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7703,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7704,small,medium,medium,small,small,small,small,small,small,small,small,small,small,small,small,small
7705,small,small,small,small,small,small,medium,medium,small,small,small,small,small,small,small,small
7706,small,large,large,large,small,small,small,small,small,small,small,medium,medium,small,small,small
7707,medium,large,large,large,small,medium,large,large,large,small,small,small,small,small,small,small
7708,large,large,large,large,medium,medium,large,large,large,small,medium,large,large,large,small,small
7709,large,large,large,large,large,large,large,large,large,medium,medium,large,large,large,small,medium
7710,large,large,large,large,large,large,large,large,large,large,large,large,large,large,medium,medium
7711,large,large,large,large,large,large,large,large,large,large,large,large,large,large,large,large
7712,large,small,small,medium,large,large,large,large,large,large,large,large,large,large,large,large
7713,large,small,small,large,large,large,small,small,medium,large,large,large,large,large,large,large
7714,large,large,large,large,large,large,small,small,large,large,large,small,small,medium,large,large
7715,medium,large,large,medium,large,large,large,large,large,large,large,small,small,large,large,large
7716,medium,medium,small,medium,medium,medium,large,large,medium,large,large,large,large,large,large,large
7717,medium,large,large,large,medium,medium,medium,small,medium,medium,medium,large,large,medium,large,large
7718,medium,large,large,large,medium,medium,large,large,large,medium,medium,medium,small,medium,medium,medium
7719,medium,medium,large,medium,medium,medium,large,large,large,medium,medium,large,large,large,medium,medium
7720,medium,small,small,small,medium,medium,medium,large,medium,medium,medium,large,large,large,medium,medium
7721,medium,small,small,small,medium,medium,small,small,small,medium,medium,medium,large,medium,medium,medium
7722,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7723,medium,large,large,medium,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7724,medium,small,small,small,medium,medium,large,large,medium,medium,medium,small,small,small,medium,medium
7725,small,small,small,small,medium,medium,small,small,small,medium,medium,large,large,medium,medium,medium
7726,small,small,small,small,small,medium,small,small,small,medium,medium,small,small,small,medium,medium
7727,medium,small,small,small,small,small,small,small,small,small,medium,small,small,small,medium,medium
7728,medium,large,large,large,medium,medium,small,small,small,small,small,small,small,small,small,medium
7729,medium,medium,large,large,medium,medium,large,large,large,medium,medium,small,small,small,small,small
7730,medium,medium,large,large,medium,medium,medium,large,large,medium,medium,large,large,large,medium,medium
7731,small,small,small,small,medium,medium,medium,large,large,medium,medium,medium,large,large,medium,medium
7732,small,small,small,small,small,small,small,small,small,medium,medium,medium,large,large,medium,medium
7733,small,small,small,small,small,small,small,small,small,small,small,small,small,small,medium,medium
7734,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7735,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7736,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7737,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7738,small,medium,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7739,small,medium,small,small,small,small,medium,small,small,small,small,small,small,small,small,small
7740,medium,medium,small,medium,small,small,medium,small,small,small,small,medium,small,small,small,small
7741,medium,large,large,medium,medium,medium,medium,small,medium,small,small,medium,small,small,small,small
7742,small,medium,small,small,medium,medium,large,large,medium,medium,medium,medium,small,medium,small,small
7743,medium,medium,small,large,medium,medium,large,large,large,large,medium,small,small,small,large,large
7744,medium,medium,medium,medium,medium,medium,medium,small,large,medium,medium,large,large,large,large,medium
7745,medium,large,large,large,medium,medium,medium,medium,medium,medium,medium,medium,small,large,medium,medium
7746,medium,large,large,large,medium,large,large,large,large,medium,medium,medium,medium,medium,medium,medium
7747,medium,large,large,medium,medium,medium,large,large,large,medium,large,large,large,large,medium,medium
7748,medium,large,medium,large,medium,medium,large,large,medium,medium,medium,large,large,large,medium,large
7749,large,large,large,large,medium,medium,large,medium,large,medium,medium,large,large,medium,medium,medium
7750,large,large,large,large,large,large,large,large,large,medium,medium,large,medium,large,medium,medium
7751,large,large,large,large,large,large,large,large,large,large,large,large,large,large,medium,medium
7752,large,large,large,large,large,large,large,large,large,large,large,large,large,large,large,large
7753,large,medium,medium,large,large,large,large,large,large,large,large,large,large,large,large,large
7754,large,small,small,small,large,large,medium,medium,large,large,large,large,large,large,large,large
7755,large,small,small,small,large,large,small,small,small,large,large,medium,medium,large,large,large
7756,large,large,medium,large,large,large,small,small,small,large,large,small,small,small,large,large
7757,large,large,large,large,large,large,large,medium,large,large,large,small,small,small,large,large
7758,large,large,large,large,large,large,large,large,large,large,large,large,medium,large,large,large
7759,large,small,small,small,large,large,large,large,large,large,large,large,large,large,large,large
7760,large,small,small,small,large,large,small,small,small,large,large,large,large,large,large,large
7761,medium,small,small,small,large,medium,small,small,small,large,large,small,small,small,large,large
7762,medium,small,small,small,medium,medium,small,small,small,large,medium,small,small,small,large,large
7763,medium,large,large,large,medium,medium,small,small,small,medium,medium,small,small,small,large,medium
7764,medium,large,large,medium,medium,medium,large,large,large,medium,medium,small,small,small,medium,medium
7765,medium,small,small,small,medium,medium,large,large,medium,medium,medium,large,large,large,medium,medium
7766,medium,medium,small,medium,medium,medium,small,small,small,medium,medium,large,large,medium,medium,medium
7767,medium,large,large,large,medium,medium,medium,small,medium,medium,medium,small,small,small,medium,medium
7768,medium,large,large,large,medium,medium,large,large,large,medium,medium,medium,small,medium,medium,medium
7769,large,large,large,large,medium,medium,large,large,large,medium,medium,large,large,large,medium,medium
7770,medium,large,large,large,large,large,large,large,large,medium,medium,large,large,large,medium,medium
7771,medium,small,small,small,medium,medium,large,large,large,large,large,large,large,large,medium,medium
7772,large,small,small,small,medium,medium,small,small,small,medium,medium,large,large,large,large,large
7773,large,medium,small,large,large,medium,small,small,small,medium,medium,small,small,small,medium,medium
7774,large,large,large,large,large,medium,medium,small,large,large,medium,small,small,small,medium,medium
7775,medium,large,large,large,large,medium,large,large,large,large,medium,medium,small,large,large,medium
7776,large,large,large,large,medium,medium,large,large,large,large,medium,large,large,large,large,medium
7777,medium,large,large,large,large,medium,large,large,large,medium,medium,large,large,large,large,medium
7778,medium,small,small,medium,medium,medium,large,large,large,large,medium,large,large,large,medium,medium
7779,large,medium,small,medium,medium,medium,small,small,medium,medium,medium,large,large,large,large,medium
7780,large,large,large,large,large,large,medium,small,medium,medium,medium,small,small,medium,medium,medium
7781,large,large,large,large,large,large,large,large,large,large,large,medium,small,medium,medium,medium
7782,large,medium,small,medium,large,large,large,large,large,large,large,large,large,large,large,large
7783,large,large,large,large,large,large,medium,small,medium,large,large,large,large,large,large,large
7784,large,small,small,small,large,large,large,large,large,large,large,medium,small,medium,large,large
7785,large,small,small,small,large,large,small,small,small,large,large,large,large,large,large,large
7786,large,small,small,small,large,large,small,small,small,large,large,small,small,small,large,large
7787,large,large,large,large,large,large,small,small,small,large,large,small,small,small,large,large
7788,large,large,large,large,large,large,large,large,large,large,large,small,small,small,large,large
7789,large,small,small,small,large,large,large,large,large,large,large,large,large,large,large,large
7790,large,small,small,small,large,large,small,small,small,large,large,large,large,large,large,large
7791,large,small,small,small,large,large,small,small,small,large,large,small,small,small,large,large
7792,large,small,small,small,large,large,small,small,small,large,large,small,small,small,large,large
7793,large,small,small,small,large,large,small,small,small,large,large,small,small,small,large,large
7794,large,small,small,small,large,large,small,small,small,large,large,small,small,small,large,large
7795,large,medium,medium,large,large,large,small,small,small,large,large,small,small,small,large,large
7796,large,large,medium,medium,large,large,medium,medium,large,large,large,small,small,small,large,large
7797,large,small,small,small,large,large,large,medium,medium,large,large,medium,medium,large,large,large
7798,large,small,small,small,large,large,small,small,small,large,large,large,medium,medium,large,large
7799,large,large,large,large,large,large,small,small,small,large,large,small,small,small,large,large
7800,large,large,large,large,large,large,large,large,large,large,large,small,small,small,large,large
7801,large,small,medium,medium,large,large,large,large,large,large,large,large,large,large,large,large
7802,large,medium,medium,large,large,large,small,medium,medium,large,large,large,large,large,large,large
7803,large,medium,small,medium,large,large,medium,medium,large,large,large,small,medium,medium,large,large
7804,large,small,small,small,large,large,medium,small,medium,large,large,medium,medium,large,large,large
7805,large,small,small,small,large,large,small,small,small,large,large,medium,small,medium,large,large
7806,large,large,medium,large,large,large,small,small,small,large,large,small,small,small,large,large
7807,large,medium,large,large,large,large,large,medium,large,large,large,small,small,small,large,large
7808,large,medium,large,medium,large,large,medium,large,large,large,large,large,medium,large,large,large
7809,large,small,small,small,large,large,medium,large,medium,large,large,medium,large,large,large,large
7810,large,small,small,small,large,large,small,small,small,large,large,medium,large,medium,large,large
7811,large,medium,large,medium,large,large,small,small,small,large,large,small,small,small,large,large
7812,medium,small,small,small,large,large,medium,large,medium,large,large,small,small,small,large,large
7813,medium,medium,large,medium,medium,large,small,small,small,large,large,medium,large,medium,large,large
7814,medium,small,small,small,medium,medium,medium,large,medium,medium,large,small,small,small,large,large
7815,medium,small,small,small,medium,medium,small,small,small,medium,medium,medium,large,medium,medium,large
7816,medium,medium,large,large,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7817,medium,medium,large,medium,medium,medium,medium,large,large,medium,medium,small,small,small,medium,medium
7818,medium,small,small,small,medium,medium,medium,large,medium,medium,medium,medium,large,large,medium,medium
7819,medium,small,small,small,medium,medium,small,small,small,medium,medium,medium,large,medium,medium,medium
7820,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7821,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7822,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7823,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7824,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7825,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7826,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7827,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7828,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7829,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7830,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7831,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7832,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7833,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7834,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7835,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7836,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7837,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7838,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7839,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7840,medium,medium,medium,medium,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7841,medium,large,large,large,medium,large,medium,medium,medium,medium,medium,small,small,small,medium,medium
7842,medium,large,small,large,medium,medium,large,large,large,medium,large,medium,medium,medium,medium,medium
7843,medium,small,small,small,medium,medium,large,small,large,medium,medium,large,large,large,medium,large
7844,medium,small,small,small,medium,medium,small,small,small,medium,medium,large,small,large,medium,medium
7845,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7846,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7847,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7848,medium,small,medium,medium,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
7849,medium,medium,medium,medium,medium,medium,small,medium,medium,medium,medium,small,small,small,medium,medium
7850,medium,small,small,small,medium,medium,medium,medium,medium,medium,medium,small,medium,medium,medium,medium
7851,medium,medium,medium,small,medium,medium,small,small,small,medium,medium,medium,medium,medium,medium,medium
7852,medium,small,small,small,medium,medium,medium,medium,small,medium,medium,small,small,small,medium,medium
7853,small,medium,medium,medium,medium,medium,small,small,small,medium,medium,medium,medium,small,medium,medium
7854,small,medium,small,medium,small,small,medium,medium,medium,medium,medium,small,small,small,medium,medium
7855,medium,large,large,large,small,medium,medium,small,medium,small,small,medium,medium,medium,medium,medium
7856,medium,medium,small,small,medium,medium,large,large,large,small,medium,medium,small,medium,small,small
7857,small,small,small,small,medium,medium,medium,small,small,medium,medium,large,large,large,small,medium
7858,small,small,small,small,small,medium,small,small,small,medium,medium,medium,small,small,medium,medium
7859,small,small,medium,small,small,small,small,small,small,small,medium,small,small,small,medium,medium
7860,small,small,large,small,small,small,small,medium,small,small,small,small,small,small,small,medium
7861,small,small,small,small,small,small,small,large,small,small,small,small,medium,small,small,small
7862,small,small,small,small,small,small,small,small,small,small,small,small,large,small,small,small
